interaction_id,interaction_date,country,region,business_unit,interaction_type,stakeholder_id,employee_id,declared_purpose,duration_minutes
I001971,2024-09-03,United States,Americas,Specialty,Advisory Board,S01453,E00535,Speaker program educational session,
I001972,2024-03-05,United States,Americas,Respiratory,1:1 Meeting,S01058,E00601,Speaker program educational session,33.0
I001973,2024-03-28,IND,APAC,Specialty,Group Meeting,S01172,E00619,Advisory board discussion on unmet needs,27.0
I001974,2025-06-22,GB,EMEA,Primary Care,1:1 Meeting,S00100,E00935,Market access discussion,59.0
I001975,2024-08-01,GB,EMEA,Specialty,1:1 Meeting,S01503,E00659,Market access discussion,37.0
I001976,2024-08-06,JPN,APAC,Respiratory,1:1 Meeting,S01427,E00249,Product information discussion (on-label),21.0
I001977,2024-01-12,DEU,EMEA,Respiratory,Congress/Conference,S01741,E00802,Product information discussion (on-label),60.0
I001978,2024-08-24,IND,APAC,Primary Care,1:1 Meeting,S01741,E00987,Product information discussion (on-label),33.0
I001979,2024-06-29,JPN,APAC,Primary Care,1:1 Meeting,S00476,E00305,Product information discussion (on-label),30.0
I001980,2025-01-17,Germany,EMEA,Primary Care,1:1 Meeting,S01056,E00215,Training and best practice sharing,17.0
I001981,2024-01-17,BR,Americas,Respiratory,1:1 Meeting,S01173,E00990,Advisory board discussion on unmet needs,11.0
I001982,2025-04-30,FRA,EMEA,Respiratory,Speaker Program,S00977,E00539,Product information discussion (on-label),92.0
I001983,2025-02-09,Germany,EMEA,Oncology,1:1 Meeting,S00201,E00826,Market access discussion,41.0
I001984,2025-06-30,FRA,EMEA,Vaccines,1:1 Meeting,S00006,E00504,Advisory board discussion on unmet needs,37.0
I001985,2024-12-01,FRA,EMEA,Vaccines,Advisory Board,S00388,E00419,Market access discussion,100.0
I001986,2024-05-26,US,Americas,Vaccines,Group Meeting,S00284,E00953,Advisory board discussion on unmet needs,63.0
I001987,2024-05-01,Japan,APAC,Primary Care,1:1 Meeting,S00320,E00269,Speaker program educational session,35.0
I001988,2025-01-09,France,EMEA,Respiratory,1:1 Meeting,S00069,E00600,Scientific exchange on clinical data,21.0
I001989,2024-03-03,U.S.,Americas,Oncology,Speaker Program,S00516,E00076,Speaker program educational session,77.0
I001990,2025-03-02,JPN,APAC,Vaccines,Group Meeting,S00221,E00565,Advisory board discussion on unmet needs,98.0
I001991,2025-02-24,JPN,APAC,Vaccines,Group Meeting,S00666,E00031,Advisory board discussion on unmet needs,73.0
I001992,2025-04-05,IN,APAC,Vaccines,1:1 Meeting,S00607,E00291,Meeting,21.0
I001993,2025-04-03,JPN,APAC,Primary Care,1:1 Meeting,S00105,E00130,Catch-up,41.0
I001994,2025-03-02,MX,Americas,Primary Care,Group Meeting,S00444,E00238,Market access discussion,90.0
I001995,2024-06-18,India,APAC,Oncology,Speaker Program,S01065,E00183,Market access discussion,56.0
I001996,2025-04-16,CAN,Americas,Oncology,Group Meeting,S01153,E00018,Speaker program educational session,41.0
I001997,2024-07-13,United States,Americas,Vaccines,1:1 Meeting,S01241,E00039,Scientific exchange on clinical data,16.0
I001998,2024-01-07,U.S.,Americas,Vaccines,Advisory Board,S01738,E00214,Advisory board discussion on unmet needs,134.0
I001999,2024-06-26,United States of America,Americas,Vaccines,1:1 Meeting,S00397,E00703,Training and best practice sharing,14.0
I002000,2025-04-06,U.S.,Americas,Oncology,Group Meeting,S01249,E00151,Advisory board discussion on unmet needs,76.0
I002001,2024-03-20,United States,Americas,Vaccines,Group Meeting,S00258,E00906,Advisory board discussion on unmet needs,59.0
I002002,2025-01-25,France,EMEA,Respiratory,1:1 Meeting,S01006,E00753,Advisory board discussion on unmet needs,29.0
I002003,2024-05-05,US,Americas,Respiratory,Group Meeting,S01531,E00761,Congress meeting and follow-up,89.0
I002004,2025-04-08,DEU,EMEA,Oncology,1:1 Meeting,S01188,E00332,Discussed topics,51.0
I002005,2024-05-02,UK,EMEA,Oncology,Group Meeting,S00544,E00451,Advisory board discussion on unmet needs,79.0
I002006,2024-01-23,BR,Americas,Oncology,1:1 Meeting,S00962,E00507,Discussed topics,
I002007,2024-08-22,Brazil,Americas,Oncology,Group Meeting,S00109,E00445,Advisory board discussion on unmet needs,73.0
I002008,2024-08-03,IT,EMEA,Vaccines,Group Meeting,S00280,E00525,Market access discussion,36.0
I002009,2024-07-01,DEU,EMEA,Oncology,Speaker Program,S00700,E00201,Speaker program educational session,28.0
I002010,2024-09-13,ITA,EMEA,Respiratory,Speaker Program,S00413,E00077,Product information discussion (on-label),61.0
I002011,2025-06-16,GB,EMEA,Vaccines,Speaker Program,S01194,E00537,Speaker program educational session,124.0
I002012,2024-06-19,DE,EMEA,Primary Care,1:1 Meeting,S00554,E00086,Congress meeting and follow-up,18.0
I002013,2024-03-07,Mexico,Americas,Respiratory,1:1 Meeting,S01439,E00122,Product information discussion (on-label),20.0
I002014,2024-03-08,FRA,EMEA,Vaccines,1:1 Meeting,S01329,E00106,Follow-up,36.0
I002015,2025-05-20,Mexico,Americas,Oncology,1:1 Meeting,S00928,E00717,Speaker program educational session,20.0
I002016,2024-09-16,United States,Americas,Respiratory,Group Meeting,S00105,E00693,Scientific exchange on clinical data,68.0
I002017,2024-07-02,Italy,EMEA,Specialty,1:1 Meeting,S00592,E00579,Market access discussion,19.0
I002018,2025-05-15,US,Americas,Specialty,1:1 Meeting,S00964,E00374,Market access discussion,37.0
I002019,2024-07-04,IN,APAC,Respiratory,1:1 Meeting,S01219,E00888,Advisory board discussion on unmet needs,28.0
I002020,2024-10-11,India,APAC,Respiratory,Group Meeting,S00529,E00686,Speaker program educational session,64.0
I002021,2025-02-20,ITA,EMEA,Vaccines,Congress/Conference,S01612,E00697,Product information discussion (on-label),108.0
I002022,2025-02-20,JPN,APAC,Oncology,Group Meeting,S01631,E00770,Product information discussion (on-label),91.0
I002023,2024-06-24,IND,APAC,Oncology,Group Meeting,S00010,E00858,Product information discussion (on-label),70.0
I002024,2025-03-27,USA,Americas,Primary Care,1:1 Meeting,S01261,E00741,Scientific exchange on clinical data,48.0
I002025,2024-10-03,CAN,Americas,Primary Care,1:1 Meeting,S00351,E00291,Scientific exchange on clinical data,25.0
I002026,2024-10-08,Mexico,Americas,Specialty,Advisory Board,S00766,E00784,Scientific exchange on clinical data,209.0
I002027,2024-02-10,IND,APAC,Vaccines,Group Meeting,S01062,E00381,Market access discussion,101.0
I002028,2024-09-23,MEX,Americas,Primary Care,1:1 Meeting,S01677,E00170,Market access discussion,25.0
I002029,2025-06-24,BR,Americas,Specialty,1:1 Meeting,S01420,E00960,Advisory board discussion on unmet needs,15.0
I002030,2024-05-26,DEU,EMEA,Primary Care,1:1 Meeting,S01015,E00679,Training and best practice sharing,24.0
I002031,2024-11-29,BRA,Americas,Oncology,Group Meeting,S01123,E00886,Training and best practice sharing,50.0
I002032,,DEU,EMEA,Respiratory,1:1 Meeting,S00625,E00396,Scientific exchange on clinical data,0.0
I002033,2024-05-23,GB,EMEA,Oncology,Congress/Conference,S00370,E00083,Scientific exchange on clinical data,164.0
I002034,2025-01-30,JP,APAC,Respiratory,Group Meeting,S00371,E00434,Congress meeting and follow-up,63.0
I002035,2024-02-24,Mexico,Americas,Respiratory,1:1 Meeting,S00964,E00339,Speaker program educational session,35.0
I002036,2024-11-20,DEU,EMEA,Vaccines,Group Meeting,S00279,E00740,Scientific exchange on clinical data,78.0
I002037,2024-03-20,IT,EMEA,Oncology,1:1 Meeting,S00132,E00716,Scientific exchange on clinical data,30.0
I002038,2025-04-16,United Kingdom,EMEA,Respiratory,1:1 Meeting,S00604,E00491,Scientific exchange on clinical data,26.0
I002039,2024-03-14,CAN,Americas,Oncology,1:1 Meeting,S00824,E00140,Training and best practice sharing,27.0
I002040,2025-03-08,IT,EMEA,Respiratory,Advisory Board,S00062,E00888,Advisory board discussion on unmet needs,181.0
I002041,2025-02-15,DE,EMEA,Vaccines,Advisory Board,S00902,E00984,Product information discussion (on-label),193.0
I002042,2024-09-04,India,APAC,Specialty,1:1 Meeting,S00936,E00894,Scientific exchange on clinical data,25.0
I002043,2024-04-29,DE,EMEA,Vaccines,1:1 Meeting,S01736,E00191,Catch-up,43.0
I002044,2025-04-14,India,APAC,Primary Care,1:1 Meeting,S01765,E00523,Market access discussion,34.0
I002045,2025-05-07,BRA,Americas,Vaccines,Speaker Program,S01751,E00565,Market access discussion,115.0
I002046,2024-11-07,Italy,EMEA,Respiratory,Speaker Program,S00648,E00855,Congress meeting and follow-up,30.0
I002047,2024-11-04,Mexico,Americas,Specialty,Congress/Conference,S01722,E00546,Advisory board discussion on unmet needs,
I002048,2024-05-11,UK,EMEA,Specialty,Group Meeting,S01107,E00569,Advisory board discussion on unmet needs,36.0
I002049,2024-04-30,Great Britain,EMEA,Specialty,Group Meeting,S00782,E00536,Market access discussion,63.0
I002050,2024-02-08,USA,Americas,Respiratory,1:1 Meeting,S01593,E00347,Scientific exchange on clinical data,18.0
I002051,2025-05-26,USA,Americas,Oncology,1:1 Meeting,S00464,E00852,Follow-up,37.0
I002052,2025-06-11,Great Britain,EMEA,Primary Care,1:1 Meeting,S00711,E00833,Product information discussion (on-label),31.0
I002053,2025-05-17,United States of America,Americas,Specialty,Group Meeting,S01744,E00860,Meeting,15.0
I002054,2024-02-11,FR,EMEA,Respiratory,1:1 Meeting,S00125,E00965,Advisory board discussion on unmet needs,28.0
I002055,2024-01-12,JP,APAC,Oncology,Group Meeting,S00047,E00320,Advisory board discussion on unmet needs,
I002056,2024-04-24,FR,EMEA,Oncology,1:1 Meeting,S01488,E00809,Product information discussion (on-label),37.0
I002057,2024-08-05,U.S.,Americas,Oncology,1:1 Meeting,S01143,E00551,Training and best practice sharing,60.0
I002058,2025-04-16,GB,EMEA,Oncology,Advisory Board,S00801,E00862,Meeting,197.0
I002059,2025-01-21,IND,APAC,Oncology,1:1 Meeting,S00468,E00213,Advisory board discussion on unmet needs,19.0
I002060,2025-04-01,FR,EMEA,Respiratory,1:1 Meeting,S01413,E00449,Market access discussion,39.0
I002061,2024-01-21,Mexico,Americas,Respiratory,1:1 Meeting,S00572,E00982,Discussed topics,26.0
I002062,2024-07-21,United States of America,Americas,Specialty,Congress/Conference,S00097,E00231,Advisory board discussion on unmet needs,103.0
I002063,2025-02-20,Brazil,Americas,Oncology,Speaker Program,S00459,E00254,Congress meeting and follow-up,105.0
I002064,2024-06-15,USA,Americas,Vaccines,Congress/Conference,S00750,E00839,Product information discussion (on-label),155.0
I002065,2025-01-18,IN,APAC,Oncology,1:1 Meeting,S01048,E00786,Product information discussion (on-label),18.0
I002066,2025-06-04,BR,Americas,Respiratory,1:1 Meeting,S00606,E00362,,11.0
I002067,2025-04-17,FR,EMEA,Specialty,1:1 Meeting,S00793,E00138,Speaker program educational session,33.0
I002068,2024-01-20,United Kingdom,EMEA,Respiratory,Advisory Board,S00707,E00965,Speaker program educational session,208.0
I002069,2025-05-04,CAN,Americas,Respiratory,1:1 Meeting,S01026,E00168,Scientific exchange on clinical data,13.0
I002070,2024-12-15,USA,Americas,Primary Care,Group Meeting,S00767,E00504,Scientific exchange on clinical data,54.0
I002071,2024-03-24,BRA,Americas,Oncology,Group Meeting,S00537,E00475,Scientific exchange on clinical data,65.0
I002072,2024-06-02,FRA,EMEA,Specialty,Speaker Program,S00188,E00805,Market access discussion,93.0
I002073,2025-03-15,DEU,EMEA,Oncology,Advisory Board,S01319,E00856,Market access discussion,151.0
I002074,2025-02-24,Great Britain,EMEA,Primary Care,Group Meeting,S01352,E00169,Business discussion,103.0
I002075,2025-05-07,MEX,Americas,Primary Care,Speaker Program,S01640,E00933,Scientific exchange on clinical data,104.0
I002076,2024-01-04,USA,Americas,Vaccines,Advisory Board,S00620,E00759,Speaker program educational session,303.0
I002077,2025-04-16,Germany,EMEA,Respiratory,1:1 Meeting,S00361,E00914,Speaker program educational session,30.0
I002078,2024-01-31,JP,APAC,Specialty,Speaker Program,S00339,E00635,Advisory board discussion on unmet needs,81.0
I002079,2025-01-15,MX,Americas,Primary Care,1:1 Meeting,S00334,E00633,Market access discussion,28.0
I002080,2024-07-02,India,APAC,Primary Care,Group Meeting,S00324,E00193,Scientific exchange on clinical data,52.0
I002081,2025-06-28,IND,APAC,Specialty,1:1 Meeting,S01151,E00745,Training and best practice sharing,33.0
I002082,2025-03-02,ITA,EMEA,Vaccines,Congress/Conference,S01458,E00902,Follow-up,69.0
I002083,2024-02-28,USA,Americas,Vaccines,Group Meeting,S01625,E00782,Follow-up,81.0
I002084,2024-10-04,U.S.,Americas,Specialty,1:1 Meeting,S01637,E00270,Discussed topics,42.0
I002085,2024-09-21,FRA,EMEA,Oncology,1:1 Meeting,S01539,E00721,Scientific exchange on clinical data,42.0
I002086,2024-01-08,Germany,EMEA,Oncology,Speaker Program,S00402,E00679,Training and best practice sharing,122.0
I002087,2024-07-26,FR,EMEA,Oncology,Congress/Conference,S00064,E00978,Advisory board discussion on unmet needs,126.0
I002088,2025-05-27,UK,EMEA,Vaccines,Speaker Program,S01217,E00623,Product information discussion (on-label),145.0
I002089,2024-07-22,United Kingdom,EMEA,Specialty,Congress/Conference,S00508,E00224,Speaker program educational session,138.0
I002090,2025-03-18,Japan,APAC,Respiratory,1:1 Meeting,S00135,E00281,Speaker program educational session,25.0
I002091,2024-12-04,JPN,APAC,Oncology,1:1 Meeting,S01095,E00797,Congress meeting and follow-up,25.0
I002092,2024-01-25,USA,Americas,Oncology,1:1 Meeting,S01500,E00006,Speaker program educational session,42.0
I002093,2025-05-20,IN,APAC,Respiratory,Congress/Conference,S01522,E00281,Scientific exchange on clinical data,159.0
I002094,2024-12-03,JP,APAC,Specialty,Group Meeting,S01064,E00883,Advisory board discussion on unmet needs,34.0
I002095,2024-04-04,US,Americas,Respiratory,Group Meeting,S00395,E00149,Product information discussion (on-label),
I002096,2024-08-18,Brazil,Americas,Oncology,1:1 Meeting,S01638,E00281,Product information discussion (on-label),36.0
I002097,2025-05-09,United States of America,Americas,Oncology,Advisory Board,S00937,E00341,Scientific exchange on clinical data,109.0
I002098,2025-03-12,FRA,EMEA,Respiratory,Speaker Program,S01535,E00795,Scientific exchange on clinical data,70.0
I002099,2025-01-02,DE,EMEA,Oncology,Group Meeting,S00149,E00425,Training and best practice sharing,55.0
I002100,2025-06-24,US,Americas,Respiratory,1:1 Meeting,S00819,E00767,Speaker program educational session,38.0
I002101,2024-05-23,UK,EMEA,Specialty,Group Meeting,S01026,E00994,Training and best practice sharing,46.0
I002102,2024-02-02,BR,Americas,Vaccines,Congress/Conference,S01653,E00028,Speaker program educational session,131.0
I002103,2025-01-11,UK,EMEA,Primary Care,1:1 Meeting,S01614,E00435,Congress meeting and follow-up,
I002104,2025-01-27,U.S.,Americas,Specialty,Congress/Conference,S01071,E00386,Scientific exchange on clinical data,182.0
I002105,2025-05-03,IND,APAC,Specialty,1:1 Meeting,S01087,E00238,Speaker program educational session,20.0
I002106,2024-06-21,Brazil,Americas,Respiratory,Advisory Board,S00061,E00800,Speaker program educational session,165.0
I002107,2024-01-17,US,Americas,Oncology,Group Meeting,S01620,E00266,Training and best practice sharing,81.0
I002108,2024-07-15,MEX,Americas,Specialty,Group Meeting,S00971,E00833,Congress meeting and follow-up,61.0
I002109,2024-01-23,Mexico,Americas,Vaccines,1:1 Meeting,S00372,E00609,Congress meeting and follow-up,31.0
I002110,2024-05-17,United Kingdom,EMEA,Oncology,Group Meeting,S01430,E00993,Scientific exchange on clinical data,37.0
I002111,2025-04-17,Italy,EMEA,Vaccines,1:1 Meeting,S00916,E00210,Training and best practice sharing,17.0
I002112,2024-07-19,DEU,EMEA,Vaccines,Group Meeting,S01458,E00218,Congress meeting and follow-up,47.0
I002113,2024-09-14,US,Americas,Vaccines,Speaker Program,S00912,E00014,Congress meeting and follow-up,95.0
I002114,2024-02-28,Italy,EMEA,Vaccines,Group Meeting,S00491,E00042,Speaker program educational session,79.0
I002115,2025-04-09,IND,APAC,Primary Care,Speaker Program,S01446,E00913,Training and best practice sharing,87.0
I002116,2024-04-04,Germany,EMEA,Specialty,1:1 Meeting,S01382,E00548,Congress meeting and follow-up,29.0
I002117,2024-05-04,IN,APAC,Vaccines,Group Meeting,S00850,E00907,Scientific exchange on clinical data,64.0
I002118,2025-04-15,BRA,Americas,Specialty,Group Meeting,S01493,E00067,Market access discussion,55.0
I002119,2025-05-25,DEU,EMEA,Vaccines,1:1 Meeting,S01182,E00124,Speaker program educational session,30.0
I002120,2024-09-18,IN,APAC,Vaccines,Congress/Conference,S01754,E00517,Advisory board discussion on unmet needs,184.0
I002121,2024-03-29,UK,EMEA,Oncology,Advisory Board,S01499,E00833,Speaker program educational session,161.0
I002122,2024-11-28,Germany,EMEA,Oncology,Congress/Conference,S01146,E00691,Discussed topics,169.0
I002123,2024-03-17,India,APAC,Primary Care,Advisory Board,S00685,E00954,Training and best practice sharing,146.0
I002124,2024-07-18,JPN,APAC,Oncology,1:1 Meeting,S01200,E00062,Discussed topics,19.0
I002125,2025-03-02,UK,EMEA,Respiratory,Congress/Conference,S01698,E00585,Training and best practice sharing,120.0
I002126,2025-06-05,CA,Americas,Vaccines,Group Meeting,S00387,E00700,Training and best practice sharing,66.0
I002127,2025-02-18,United States of America,Americas,Specialty,1:1 Meeting,S01591,E00063,Market access discussion,10.0
I002128,2025-05-02,DE,EMEA,Vaccines,1:1 Meeting,S01722,E00814,Advisory board discussion on unmet needs,32.0
I002129,2024-05-10,MX,Americas,Oncology,1:1 Meeting,S00624,E00554,Speaker program educational session,33.0
I002130,2024-01-15,JPN,APAC,Primary Care,Group Meeting,S00809,E00325,Scientific exchange on clinical data,34.0
I002131,2024-08-19,US,Americas,Vaccines,1:1 Meeting,S01201,E00278,Scientific exchange on clinical data,
I002132,2024-11-26,JP,APAC,Specialty,Speaker Program,S00896,E00999,Follow-up,144.0
I002133,2025-03-02,IN,APAC,Primary Care,1:1 Meeting,S00761,E00976,Scientific exchange on clinical data,18.0
